2021-04-24 16:53:34,460 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [STATEMENTS_WITH_TEMP_TABLES] exists in the database but has no corresponding entity
2021-04-24 16:54:06,893 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:06,897 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,902 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,903 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:06,906 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,907 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:06,910 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,919 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,926 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,928 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:06,932 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,936 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,939 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,942 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,950 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,951 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:06,958 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,962 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,964 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:06,969 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,970 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943-B3
2021-04-24 16:54:06,971 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [2] milliseconds
2021-04-24 16:54:06,974 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,977 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,980 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,991 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:06,993 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,003 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,007 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,009 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,042 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943-B4
2021-04-24 16:54:07,048 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,052 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,054 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,060 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,063 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,066 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,069 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [2] milliseconds
2021-04-24 16:54:07,071 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,073 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,075 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [3] milliseconds
2021-04-24 16:54:07,078 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,079 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [1] milliseconds
2021-04-24 16:54:07,083 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,084 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,085 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,085 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [2] milliseconds
2021-04-24 16:54:07,105 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,108 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,109 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,111 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,113 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,114 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [1] milliseconds
2021-04-24 16:54:07,134 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,138 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [2] milliseconds
2021-04-24 16:54:07,138 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [3] milliseconds
2021-04-24 16:54:07,143 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,147 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [3] milliseconds
2021-04-24 16:54:07,148 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [4] milliseconds
2021-04-24 16:54:07,182 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,184 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943-S3
2021-04-24 16:54:07,185 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [3] milliseconds
2021-04-24 16:54:07,195 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,203 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [5] milliseconds
2021-04-24 16:54:07,207 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [12] milliseconds
2021-04-24 16:54:07,210 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,223 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [2] milliseconds
2021-04-24 16:54:07,223 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [13] milliseconds
2021-04-24 16:54:07,226 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,241 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,242 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [13] milliseconds
2021-04-24 16:54:07,242 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [16] milliseconds
2021-04-24 16:54:07,249 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,252 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943-S4
2021-04-24 16:54:07,254 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [2] milliseconds
2021-04-24 16:54:07,255 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [5] milliseconds
2021-04-24 16:54:07,257 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: clearAssociatedRenderCache, triggered by rule on Entity: ElectronicText
2021-04-24 16:54:07,258 |main                 |ServiceDispatcher             |T| Sync service [entity-default/clearAssociatedRenderCache] finished in [1] milliseconds
2021-04-24 16:54:07,260 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: clearAssociatedRenderCache, triggered by rule on Entity: ElectronicText
2021-04-24 16:54:07,261 |main                 |ServiceDispatcher             |T| Sync service [entity-default/clearAssociatedRenderCache] finished in [1] milliseconds
2021-04-24 16:54:07,263 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: clearAssociatedRenderCache, triggered by rule on Entity: ElectronicText
2021-04-24 16:54:07,264 |main                 |ServiceDispatcher             |T| Sync service [entity-default/clearAssociatedRenderCache] finished in [1] milliseconds
2021-04-24 16:54:07,266 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: clearAssociatedRenderCache, triggered by rule on Entity: ElectronicText
2021-04-24 16:54:07,267 |main                 |ServiceDispatcher             |T| Sync service [entity-default/clearAssociatedRenderCache] finished in [1] milliseconds
2021-04-24 16:54:07,279 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,281 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,298 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,302 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [2] milliseconds
2021-04-24 16:54:07,303 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [4] milliseconds
2021-04-24 16:54:07,310 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,315 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,316 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [3] milliseconds
2021-04-24 16:54:07,317 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [6] milliseconds
2021-04-24 16:54:07,338 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9944
2021-04-24 16:54:07,365 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,368 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,369 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,371 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,376 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,379 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,383 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,385 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,386 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,389 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,392 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,394 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [2] milliseconds
2021-04-24 16:54:07,397 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,399 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [2] milliseconds
2021-04-24 16:54:07,403 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,408 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [5] milliseconds
2021-04-24 16:54:07,412 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,417 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:07,468 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,471 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [1] milliseconds
2021-04-24 16:54:07,472 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [4] milliseconds
2021-04-24 16:54:07,478 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromDataResource, triggered by rule on Entity: DataResource
2021-04-24 16:54:07,489 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromContent] finished in [9] milliseconds
2021-04-24 16:54:07,491 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromDataResource] finished in [13] milliseconds
2021-04-24 16:54:07,511 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-1000
2021-04-24 16:54:07,520 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexWorkEffortKeywords, triggered by rule on Entity: WorkEffort
2021-04-24 16:54:07,551 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexWorkEffortKeywords] finished in [31] milliseconds
2021-04-24 16:54:07,619 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,621 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,622 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [3] milliseconds
2021-04-24 16:54:07,625 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,627 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,628 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [3] milliseconds
2021-04-24 16:54:07,631 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,633 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,634 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-1000
2021-04-24 16:54:07,646 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [13] milliseconds
2021-04-24 16:54:07,649 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,651 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [1] milliseconds
2021-04-24 16:54:07,658 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,661 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,666 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [2] milliseconds
2021-04-24 16:54:07,671 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,672 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,673 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,674 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [2] milliseconds
2021-04-24 16:54:07,677 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,680 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,680 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [1] milliseconds
2021-04-24 16:54:07,686 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,695 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [4] milliseconds
2021-04-24 16:54:07,697 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [10] milliseconds
2021-04-24 16:54:07,704 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,714 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [8] milliseconds
2021-04-24 16:54:07,716 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,722 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [16] milliseconds
2021-04-24 16:54:07,725 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,729 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [3] milliseconds
2021-04-24 16:54:07,730 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,734 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [8] milliseconds
2021-04-24 16:54:07,740 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,743 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,746 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [4] milliseconds
2021-04-24 16:54:07,751 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,756 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [3] milliseconds
2021-04-24 16:54:07,761 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [8] milliseconds
2021-04-24 16:54:07,764 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,769 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [2] milliseconds
2021-04-24 16:54:07,778 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,780 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,782 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,784 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [4] milliseconds
2021-04-24 16:54:07,788 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,790 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,791 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [3] milliseconds
2021-04-24 16:54:07,795 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,798 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [1] milliseconds
2021-04-24 16:54:07,802 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,802 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-1001
2021-04-24 16:54:07,805 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [2] milliseconds
2021-04-24 16:54:07,807 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [4] milliseconds
2021-04-24 16:54:07,829 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,831 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [1] milliseconds
2021-04-24 16:54:07,843 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductsFromProductAssoc, triggered by rule on Entity: ProductAssoc
2021-04-24 16:54:07,853 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:07,853 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductsFromProductAssoc] finished in [10] milliseconds
2021-04-24 16:54:07,923 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-1001
2021-04-24 16:54:07,992 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-1004
2021-04-24 16:54:08,039 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: updateSerializedInventoryTotals, triggered by rule on Entity: InventoryItem
2021-04-24 16:54:08,043 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateSerializedInventoryTotals] finished in [3] milliseconds
2021-04-24 16:54:08,048 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: updateInventoryItemFromDetail, triggered by rule on Entity: InventoryItemDetail
2021-04-24 16:54:08,054 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: updateSerializedInventoryTotals, triggered by rule on Entity: InventoryItem
2021-04-24 16:54:08,057 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateSerializedInventoryTotals] finished in [2] milliseconds
2021-04-24 16:54:08,058 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateInventoryItemFromDetail] finished in [8] milliseconds
2021-04-24 16:54:08,060 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: setLastInventoryCount, triggered by rule on Entity: InventoryItemDetail
2021-04-24 16:54:08,067 |main                 |ServiceDispatcher             |T| Sync service [entity-default/getInventoryAvailableByFacility] finished in [3] milliseconds
2021-04-24 16:54:08,071 |main                 |ServiceDispatcher             |T| Sync service [entity-default/checkProductFacilityRelatedPermission] finished in [1] milliseconds
2021-04-24 16:54:08,074 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateProductFacility] finished in [5] milliseconds
2021-04-24 16:54:08,075 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-1004
2021-04-24 16:54:08,078 |main                 |ServiceDispatcher             |T| Sync service [entity-default/setLastInventoryCount] finished in [16] milliseconds
2021-04-24 16:54:08,083 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: updateSerializedInventoryTotals, triggered by rule on Entity: InventoryItem
2021-04-24 16:54:08,090 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateSerializedInventoryTotals] finished in [1] milliseconds
2021-04-24 16:54:08,095 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: updateInventoryItemFromDetail, triggered by rule on Entity: InventoryItemDetail
2021-04-24 16:54:08,104 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: updateSerializedInventoryTotals, triggered by rule on Entity: InventoryItem
2021-04-24 16:54:08,106 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateSerializedInventoryTotals] finished in [2] milliseconds
2021-04-24 16:54:08,107 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateInventoryItemFromDetail] finished in [9] milliseconds
2021-04-24 16:54:08,108 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: setLastInventoryCount, triggered by rule on Entity: InventoryItemDetail
2021-04-24 16:54:08,117 |main                 |ServiceDispatcher             |T| Sync service [entity-default/getInventoryAvailableByFacility] finished in [3] milliseconds
2021-04-24 16:54:08,119 |main                 |ServiceDispatcher             |T| Sync service [entity-default/checkProductFacilityRelatedPermission] finished in [2] milliseconds
2021-04-24 16:54:08,121 |main                 |ServiceDispatcher             |T| Sync service [entity-default/updateProductFacility] finished in [4] milliseconds
